name,address,city,state,postal_code,latitude,longitude,stars,categories
Coulwood Tire & Auto,8101 Bellhaven Blvd,Charlotte,NC,28216,35.301581,-80.935997,3.5,Automotive;Tires;Auto Repair
Country Inn & Suites,2541 Little Rock Rd,Charlotte,NC,28214,35.2439733,-80.9362329,3,Event Planning & Services;Hotels;Hotels & Travel
Country Inn & Suites by Carlson-Charlotte,131 McCullough Dr,Charlotte,NC,28262,35.2994157,-80.7521095,3,Hotels & Travel
Country Inn and Suites,131 E McCullough Dr,Charlotte,NC,28262,35.2989148,-80.7512534,2.5,Hotels;Event Planning & Services;Hotels & Travel
Courtney Ridge Apartments,920 Yorkmont Ridge Ln,Charlotte,NC,28217,35.182696,-80.900036,3,Apartments;Home Services;Real Estate
Courtyard by Marriott Ballantyne Resort,15635 Don Lochman Ln,Charlotte,NC,28277,35.0592238,-80.8508386,4,Hotels & Travel;Event Planning & Services;Hotels
Courtyard by Marriott Charlotte Arrowood,800 W Arrowood Rd,Charlotte,NC,28217,35.136236,-80.90244846,3.5,Hotels;Hotels & Travel;Event Planning & Services
Courtyard by Marriott Charlotte City Center,237 S Tryon St,Charlotte,NC,28202,35.22563705,-80.84487096,3,Event Planning & Services;Hotels;Hotels & Travel
Courtyard by Marriott Charlotte SouthPark,6023 Park South Dr,Charlotte,NC,28210,35.14872958,-80.84207827,4,Hotels & Travel;Hotels;Event Planning & Services
Courtyard Charlotte Airport,2700 Little Rock Rd,Charlotte,NC,28214,35.23965425,-80.94055219,2.5,Hotels & Travel;Hotels;Event Planning & Services
Courtyard Charlotte Billy Graham Parkway,321 W. Woodlawn Road,Charlotte,NC,28217,35.1796706,-80.8888094,3,Venues & Event Spaces;Hotels & Travel;Event Planning & Services;Hotels
Courtyard Charlotte University Research Park,333 W WT Harris Blvd,Charlotte,NC,28262,35.3070356,-80.7536586,4,Event Planning & Services;Hotels;Hotels & Travel
Courtyard Hooligans,140 Brevard Ct,Charlotte,NC,28202,35.225959,-80.846703,4.5,Nightlife;Bars;Sports Bars;Pubs
Couture Bridal - Wedding Alterations By Jablonska,"8145 Ardrey Kell Rd, Ste 102",Charlotte,NC,28277,35.03901,-80.7936564,5,Shopping;Fashion;Sewing & Alterations;Bridal;Formal Wear;Local Services
Couture Portraits,"8145 Ardrey Kell Rd, Ste 102",Charlotte,NC,28277,35.039035,-80.7935959,5,Photographers;Event Planning & Services;Professional Services;Event Photography;Session Photography
Cowbell Burger & Whiskey Bar,"201 N Tryon St, Ste 1010",Charlotte,NC,28202,35.22857669,-80.84251389,4,Bars;Nightlife;Restaurants;Burgers;Whiskey Bars
Cowbridge Furniture,211 Foster Ave,Charlotte,NC,28203,35.1991531,-80.8718325,5,Home Decor;Home & Garden;Interior Design;Home Services;Furniture Stores;Shopping;Furniture Reupholstery;Local Services
Coyote Joe's,4621 Wilkinson Blvd,Charlotte,NC,28208,35.2275064,-80.9160406,3.5,Bars;Country Dance Halls;Nightlife
CPI Security Systems,4200 Sandy Porter Rd,Charlotte,NC,28273,35.1556558,-80.9498437,2,Home Automation;Fire Protection Services;Home Inspectors;Security Systems;Home Services
Cpi Security Systems,4012 Park Rd,Charlotte,NC,28209,35.175621,-80.851396,1,Security Systems;Home Services
CPR Cell Phone Repair Charlotte - Arboretum,"8206 Providence Rd, Ste 1200",Charlotte,NC,28277,35.09534687,-80.77849299,3.5,Mobile Phone Repair;Mobile Phones;Shopping;Electronics;Telecommunications;Electronics Repair;Computers;IT Services & Computer Repair;Local Services
CPR Cell Phone Repair Charlotte - Myers Park,1630 E Woodlawn Rd,Charlotte,NC,28209,35.17184487,-80.84786128,4.5,Shopping;Telecommunications;Electronics;Professional Services;Mobile Phones;Local Services;Electronics Repair;Mobile Phone Repair;IT Services & Computer Repair
CPR Cell Phone Repair Charlotte - North Lake Commons,9330 Center Lake Dr,Charlotte,NC,28216,35.3491051,-80.8558463,4.5,Electronics Repair;Mobile Phones;Mobile Phone Repair;Telecommunications;Shopping;IT Services & Computer Repair;Local Services
CPR Cell Phone Repair Charlotte - S. Tryon,12806 S Tryon St,Charlotte,NC,28273,35.10498632,-80.98712033,4,Electronics;Telecommunications;Electronics Repair;Shopping;Mobile Phones;Local Services;Mobile Phone Repair;IT Services & Computer Repair
CPR Cell Phone Repair Charlotte - University City,"230 E Wt Harris Blvd, Ste B-6",Charlotte,NC,28262,35.303872,-80.749548,4,Local Services;Mobile Phone Repair;Shopping;IT Services & Computer Repair;Telecommunications;Electronics Repair;Mobile Phones
CPR Cell Phone Repair Downtown Charlotte,1519 Camden Rd,Charlotte,NC,28203,35.21538274,-80.85613542,5,Mobile Phones;Local Services;Mobile Phone Repair;Telecommunications;Shopping;IT Services & Computer Repair
Crêpe Cellar,3116 N Davidson St,Charlotte,NC,28205,35.246749,-80.8058672,4,American (New);Gastropubs;Restaurants;Sandwiches;Creperies;Modern European
Crabtoberfest,1327 South Mint St,Charlotte,NC,28203,35.2205059,-80.8575394,1,Festivals;Arts & Entertainment
Cracker Barrel Old Country Store,3203 Queen City Dr,Charlotte,NC,28208,35.2398179,-80.9181612,3.5,Breakfast & Brunch;Southern;Diners;Restaurants;American (Traditional)
Crackin' Crawfish,"440 E Mccullough Dr, Ste A-120",Charlotte,NC,28262,35.30241627,-80.74787616,3,Seafood;Cajun/Creole;Restaurants
Craft City,555 S McDowell St,Charlotte,NC,28204,35.2168065,-80.8382539,4,Nightlife;Bars;Restaurants;Latin American;Cocktail Bars
Craft Tasting Room & Growler Shop,1320 S Church St,Charlotte,NC,28203,35.2200187,-80.8568751,4.5,Grocery;American (New);Beer;Wine & Spirits;Food;Restaurants
Cranfield Academy  - Carmel,11330 Carmel Commons Blvd,Charlotte,NC,28226,35.0834518,-80.8437168,2,Local Services;Elementary Schools;Child Care & Day Care;Education;Preschools
Crate & Barrel,4320 Sharon Rd,Charlotte,NC,28211,35.151851,-80.829063,4.5,Home & Garden;Furniture Stores;Home Decor;Shopping;Kitchen & Bath
Craters & Freighters,733 Bealer Rd,Charlotte,NC,28208,35.26870391,-80.90078294,5,Local Services;Shipping Centers;Movers;Home Services;Couriers & Delivery Services
Crave Dessert Bar,"500 W 5th St, Ste 120",Charlotte,NC,28202,35.2317814,-80.8457202,3.5,Bars;Desserts;Lounges;Food;Hookah Bars;Nightlife
Crazy Horse,5321 E Independence Blvd,Charlotte,NC,28212,35.1875969,-80.757154,2.5,Bars;Nightlife;Adult Entertainment
Crazy Taco,2801 Central Ave,Charlotte,NC,28205,35.2190732,-80.7966449,3,Restaurants;Mexican
Create My Massage,"9305 Monroe Rd, Ste F",Charlotte,NC,28720,35.1454597,-80.7409076,4.5,Professional Services;Massage;Reflexology;Health & Medical;Life Coach;Reiki;Beauty & Spas;Massage Therapy;Day Spas
Creation,1221 The Plz,Charlotte,NC,28288,35.2269,-80.84328,3,Asian Fusion;Restaurants
Creative By Nature,"9830 Rea Rd, Ste H",Charlotte,NC,28277,35.034628,-80.8067629,4.5,Shopping;Home Decor;Flowers & Gifts;Furniture Stores;Home & Garden
Creative Handyman Services,,Charlotte,NC,28277,35.0535496,-80.8211696,5,Handyman;Painters;Home Services;Roofing;Contractors
Creative Layers Hair & Art Studio,"2133 Southend Dr, Ste 104",Charlotte,NC,28203,35.207159,-80.860039,4.5,Hair Salons;Men's Hair Salons;Blow Dry/Out Services;Barbers;Hair Stylists;Beauty & Spas;Hair Removal
Creative Loafing,"1000 Nc Music Factory Blvd, Ste C-2",Charlotte,NC,28206,35.23918,-80.8456634,4,Mass Media;Print Media
Creative Nails Tan & Alterations,"1730 E Woodlawn Rd, Ste 1",Charlotte,NC,28209,35.1716819,-80.846982,2.5,Nail Salons;Beauty & Spas
Creative Sewing and Vacuums,"7868 Rea Rd, Ste D",Charlotte,NC,28277,35.058131,-80.8149679,3,Hobby Shops;Home & Garden;Shopping;Appliances & Repair;Local Services;Appliances;Specialty Schools;Education
Creature Comforts of Charlotte Pet Sitting,"131 Poindexter Dr, Unit 1302",Charlotte,NC,28203,35.2024554,-80.8679058,4.5,Pet Sitting;Pet Services;Dog Walkers;Pets
Creekside Dental,8631 Arbor Creek Dr,Charlotte,NC,28269,35.383316,-80.785273,2,Dentists;Health & Medical
"Cremation Society of Charlotte, Inc.",320 West Carson Blvd,Charlotte,NC,28203,35.2222178,-80.8541905,3.5,Funeral Services & Cemeteries;Cremation Services;Local Services
Creole's Louisiana Kitchen,15105-J John J Delaney Dr,Charlotte,NC,28277,35.0537776,-80.8467812,3,Cajun/Creole;Restaurants
Crest at Greylyn Apartments,9415 Lucy Jane Ln,Charlotte,NC,28270,35.14441172,-80.74358665,3,Apartments;Real Estate;Home Services
Crest On Providence,7125 Providence Sq Dr,Charlotte,NC,28270,35.13727,-80.778297,2.5,Apartments;Real Estate;Real Estate Services;Home Services
Crestmont At Ballantyne,9200 Otter Creek Dr,Charlotte,NC,28277,35.0571422,-80.8323739,1.5,Real Estate;Home Services;Apartments
Cricket Arena,2700 E Independence Blvd,Charlotte,NC,28205,35.2045996,-80.7946929,3,Arts & Entertainment;Stadiums & Arenas
Cricket Wireless Store,9211 N Tryon St,Charlotte,NC,28262,35.3121668,-80.7450891,2,Mobile Phones;Shopping
Crisis Assistance Ministry,500A Spratt St,Charlotte,NC,28206,35.2387542,-80.8384316,3.5,Local Services;Community Service/Non-Profit
Crisp,1412F East Blvd,Charlotte,NC,28203,35.1999856,-80.844183,3.5,Restaurants;Sandwiches;Pizza;American (New);Salad
Crisp,1961 E 7th St,Charlotte,NC,28204,35.212502,-80.817808,3.5,Restaurants;Sandwiches;American (New)
Crisp Charlotte,320 S Tryon St,Charlotte,NC,28202,35.22470773,-80.84470214,3.5,Restaurants;Food;Juice Bars & Smoothies;Salad;Sandwiches
Crispy Banh Mi,"5100 S Blvd, Ste C",Charlotte,NC,28217,35.1680048,-80.8765329,4.5,Vietnamese;Restaurants;Bubble Tea;Food;Sandwiches;Juice Bars & Smoothies
Crispy Crepe,1436 South Blvd,Charlotte,NC,28203,35.21477137,-80.85465369,4,Cafes;Bakeries;Restaurants;Breakfast & Brunch;Food;Creperies
Criswell & Criswell Plastic Surgery,"4310 Sharon Rd, Ste V02",Charlotte,NC,28211,35.1530651,-80.8280475,4.5,Cosmetic Surgeons;Doctors;Plastic Surgeons;Health & Medical;Beauty & Spas;Medical Spas
CRIV,"1111 Metropolitan Ave, Ste 140",Charlotte,NC,28204,35.21244,-80.835393,3.5,Women's Clothing;Accessories;Fashion;Shopping;Shoe Stores
Cross Country Movers,,Charlotte,NC,28216,35.3202223,-80.8875861,5,Movers;Self Storage;Vehicle Shipping;Home Services;Automotive;Local Services
CrossFit 704,"10806 Reames Rd, Ste S",Charlotte,NC,28269,35.344781,-80.836142,5,Active Life;Boot Camps;Gyms;Fitness & Instruction;Trainers
CrossFit ATP,"1110 Morningside Dr, Ste A",Charlotte,NC,28501,35.212123,-80.8013721,5,Interval Training Gyms;Trainers;Boot Camps;Active Life;Gyms;Fitness & Instruction;Martial Arts
Crossfit Charlotte,"9535 Monroe Rd, Ste 100",Charlotte,NC,28207,35.145046,-80.737199,4,Fitness & Instruction;Gyms;Interval Training Gyms;Active Life
CrossFit Eternal,7812 Tyner St,Charlotte,NC,28262,35.288902,-80.76038,4.5,Fitness & Instruction;Interval Training Gyms;Active Life;Gyms
CrossFit Mecklenburg,228 Peterson Dr,Charlotte,NC,28217,35.188164,-80.879526,4.5,Fitness & Instruction;Gyms;Active Life
CrossFit NoDa,624 Anderson St,Charlotte,NC,28205,35.248922,-80.796175,5,Interval Training Gyms;Active Life;Fitness & Instruction;Gyms
CrossFit SouthEnd,255 Clanton Rd,Charlotte,NC,28217,35.194596,-80.875188,4.5,Interval Training Gyms;Active Life;Sports Clubs;Fitness & Instruction;Gyms
CrossFit Steele Creek,"9301 Forsyth Park Dr, Ste C",Charlotte,NC,28273,35.1359609,-80.9533069,5,Weight Loss Centers;Health & Medical;Fitness & Instruction;Interval Training Gyms;Trainers;Gyms;Active Life
CrossFit Strength,1319 Central Ave,Charlotte,NC,28205,35.2208928,-80.8163556,3.5,Fitness & Instruction;Gyms;Trainers;Active Life
CrossFit Wreckage,8715 Wilkinson Blvd,Charlotte,NC,28214,35.241195,-80.987548,5,Trainers;Gyms;Active Life;Fitness & Instruction;Interval Training Gyms
Crossland Studio,"118 E Kingston Ave, Ste 10",Charlotte,NC,28203,35.2129476,-80.8577341,4.5,Furniture Stores;Building Supplies;Shopping;Antiques;Home & Garden;Home Services
Crosstown Deli & Bagel,5933 Albemarle Rd,Charlotte,NC,28212,35.204111,-80.744085,4,Bagels;Restaurants;Delis;Food
Crossville Tile & Stone,927 Pressley Rd,Charlotte,NC,28217,35.190536,-80.894625,3,Contractors;Flooring;Interior Design;Home Services;Building Supplies
Crown Builders,3111 Monroe Rd,Charlotte,NC,28205,35.2045041,-80.8030256,5,Roofing;Siding;Home Services;Windows Installation
Crown Cab - Charlotte,1541 St George St,Charlotte,NC,28205,35.217995,-80.796749,2.5,Taxis;Airport Shuttles;Transportation;Public Services & Government;Hotels & Travel;Airports
Crown Cleaners & Coin Laundry,"2408 Central Ave, Ste A",Charlotte,NC,28205,35.2192012,-80.8012635,4.5,Dry Cleaning & Laundry;Laundry Services;Local Services
Crown Clinic,4500 S Tryon St,Charlotte,NC,28217,35.18400955,-80.88652802,1,Health & Medical;Family Practice;Internal Medicine;Weight Loss Centers;Urgent Care;Doctors;Medical Centers;Diagnostic Services
Crown Point Restaurant,2518 Sardis Rd N,Charlotte,NC,28227,35.1453151,-80.7262496,3.5,Diners;American (Traditional);Restaurants;Sandwiches
Crown Station,"3629 North Davidson St, Ste 102",Charlotte,NC,28205,35.2502065,-80.7967844,4.5,Bars;Arts & Entertainment;Nightlife;Food;Coffee & Tea;Music Venues;Pubs
Crown Station Coffee House & Pub,1425 Elizabeth Ave,Charlotte,NC,28204,35.2152178,-80.8281813,4,Food;Pubs;Nightlife;Coffee & Tea;Bars
Crown Tattooing Studios,3229 South Blvd,Charlotte,NC,28209,35.1956771,-80.8711729,3.5,Piercing;Beauty & Spas;Tattoo
Crown Town Athletics,1610 E 4th St,Charlotte,NC,28204,35.212534,-80.827904,5,Active Life;Interval Training Gyms;Gyms;Fitness & Instruction;Sports Clubs;Boot Camps
Crown Town Subs,"10720 S Tryon St, Ste O",Charlotte,NC,28273,35.1193859,-80.9564506,4,Restaurants;Sandwiches;Salad;Wraps;Delis
Crowne Plaza Charlotte,201 South McDowell St,Charlotte,NC,28204,35.2187047,-80.8359797,2.5,Event Planning & Services;Venues & Event Spaces;Hotels;Hotels & Travel
Crowne Plaza Charlotte Executive Park,5700 Westpark Dr,Charlotte,NC,28217,35.1593724,-80.8896484,3.5,Venues & Event Spaces;Hotels & Travel;Event Planning & Services;Hotels
Cru Wine Shop,"12206 Copper Way, Ste 124",Charlotte,NC,28277,35.0704972,-80.8444723,4.5,Wine Bars;Nightlife;Beer;Wine & Spirits;Bars;Food
Cruise America,8533 Old Concord Rd,Charlotte,NC,28213,35.2842569,-80.732828,2,RV Rental;Hotels & Travel
Cruise Carts,1500 N Graham St,Charlotte,NC,28206,35.242173,-80.8333229,5,Airport Shuttles;Community Service/Non-Profit;Local Services;Hotels & Travel;Transportation;Public Transportation
Crumley Roberts,"1051 E Morehead St, Ste 100",Charlotte,NC,28204,35.2117159,-80.8421901,4,Professional Services;Legal Services;Lawyers;Personal Injury Law;Employment Law
Crunch Bistro,401 N Tryon St,Charlotte,NC,28202,35.2301905,-80.8396028,4.5,Food;Sandwiches;Restaurants;Wraps;Salad
Crunch Bistro,"6414 Rea Rd, Ste C2, The Shops At Piper Glen",Charlotte,NC,28277,35.07876836,-80.81733942,4.5,Salad;Gluten-Free;American (New);Vegetarian;Restaurants;Sandwiches
Crunch Bistro,"Southpark Mall, 4400 Sharon Rd",Charlotte,NC,28211,35.1523851,-80.8321252,4.5,Vegetarian;Restaurants;American (New);Sandwiches;Salad
CrysStyles Hair Boutique,415 E McCullough,Charlotte,NC,28262,35.32268878,-80.740242,1,Beauty & Spas;Hair Salons;Hair Extensions
Crystal On the Plaza,3018 The Plz,Charlotte,NC,28205,35.2382739,-80.798928,3.5,Dance Clubs;Nightlife
Crystal Springs Water,"2020 Starita Rd, Ste B",Charlotte,NC,28206,35.272575,-80.8223006,1,Water Purification Services;Office Equipment;Home Services;Food;Shopping;Water Delivery;Local Services;Food Delivery Services
CSL Plasma Center,5500 Central Ave,Charlotte,NC,28213,35.2067143,-80.7530322,3.5,Health & Medical;Blood & Plasma Donation Centers;Medical Centers
CTK Contractors,"3611 Mt Holly Huntersville Rd, Ste 204-246",Charlotte,NC,28216,35.3250995,-80.9463466,5,Home Services;Plumbing;Painters;Contractors;Roofing
Cu Copper,1315 E Blvd,Charlotte,NC,28203,35.20153732,-80.84391421,4.5,Cocktail Bars;Bars;Nightlife
Cuban Pete's Cafe,1308-E The Plaza,Charlotte,NC,28205,35.2204138,-80.8106706,3,Restaurants;Cuban
Cubbyhole,"15235 John J Delaney Dr, Ste M",Charlotte,NC,28277,35.0541393,-80.8490182,3.5,Flowers & Gifts;Shopping
CubeSmart Self Storage,5008 West W T Harris Boulevard,Charlotte,NC,28269,35.3339458,-80.8153915,4.5,Self Storage;Local Services
Cuisine Malaya,1411 Elizabeth Ave,Charlotte,NC,28204,35.2154777,-80.8285213,3.5,Asian Fusion;Restaurants;Malaysian;Vegetarian;Sushi Bars
Culver's,7031 University City Blvd,Charlotte,NC,28262,35.290307,-80.7645265,4,Fast Food;Restaurants;Burgers;Food;Ice Cream & Frozen Yogurt
Cunningham & Company,"6000 Fairview Rd, Ste 125",Charlotte,NC,28210,35.1499169,-80.8390885,2.5,Real Estate;Real Estate Services;Home Services;Mortgage Brokers
Cunningham Cleaners,104 S Sharon Amity Rd,Charlotte,NC,28211,35.175991,-80.799404,3,Laundry Services;Dry Cleaning & Laundry;Local Services;Arts & Crafts;Shopping;Fabric Stores
Cupcrazed Cakery,"1730 E Woodlawn Rd, Ste H",Charlotte,NC,28209,35.1717002,-80.8469473,4,Cupcakes;Food;Desserts
Cupid Family Practice,2325 W Arbors Dr,Charlotte,NC,28262,35.3384596,-80.7607734,1,Health & Medical;Doctors
Cupid Foot Spa,"624 Tyvola Rd, Ste 106",Charlotte,NC,28217,35.1637739,-80.884646,3.5,Massage Therapy;Massage;Day Spas;Health & Medical;Beauty & Spas
CupLux Coffee Drive-Thru,3115 Freedom Dr,Charlotte,NC,28208,35.242052,-80.889432,4.5,Coffee Roasteries;Coffee & Tea;Food
Curatio Spa & Rehabilitation,"8035 Providence Rd, Ste 305",Charlotte,NC,28277,35.0987145,-80.7783067,2,Day Spas;Beauty & Spas;Massage
Curbside Deli,1417 Kennon St,Charlotte,NC,28205,35.22548371,-80.84575971,3.5,Food Trucks;Food
Curbside Valet,5501 R C Josh Birmingham Pkwy,Charlotte,NC,28269,35.22139257,-80.94351487,1,Valet Services;Event Planning & Services
Curiosi-T Screen Printing,"3105 The Plz, Unit A",Charlotte,NC,28205,35.239755,-80.798733,4.5,Local Services;Screen Printing/T-Shirt Printing
Currito - Burritos Without Borders,"Northlake Mall, 6801 Northlake Mall Dr",Charlotte,NC,28216,35.3521388,-80.8512232,2.5,Restaurants;Mexican
Curry n Cake,"2015 E Arbors Dr, Ste 270",Charlotte,NC,28262,35.33702,-80.756294,2.5,Bakeries;Indian;Food;Restaurants
"Curtis W Newsome, DDS",4845 Johnston Oehler Rd,Charlotte,NC,28269,35.3655596,-80.785871,3.5,General Dentistry;Health & Medical;Cosmetic Dentists;Dentists
Custom,3206 N Davidson St,Charlotte,NC,28205,35.2471047,-80.8054084,4.5,Jewelry;Shopping
Custom Home Pubs,1640 Sardis Rd N,Charlotte,NC,28270,35.115507,-80.697427,4.5,Nightlife;Food;Pubs;Bars;Beer;Wine & Spirits
Custom Paint & Body,431 Foster Ave,Charlotte,NC,28203,35.200735,-80.875202,5,Auto Repair;Automotive;Body Shops
Customshop Handcrafted Food,1601 Elizabeth Ave,Charlotte,NC,28204,35.2138221,-80.8263692,4,Restaurants;Seafood;American (New)
Cute Nails,"1707 Sardis Rd N, Ste 5H",Charlotte,NC,28270,35.14066364,-80.73789583,4.5,Beauty & Spas;Waxing;Eyelash Service;Hair Removal;Nail Salons
Cutters Cigar Bar,100 W Trade St,Charlotte,NC,28202,35.2279912,-80.843388,4,Lounges;Nightlife;Bars
Cutters Lawn Care,,Charlotte,NC,28222,35.190954,-80.7968178,5,Gardeners;Home Services;Landscaping;Tree Services
Cutting Image Salon,4423 Sharon Rd,Charlotte,NC,28211,35.150863,-80.827823,4,Beauty & Spas;Hair Removal;Hair Salons
Cutting Image Salon,1730 E Woodlawn Rd,Charlotte,NC,28209,35.1716156,-80.84693146,4.5,Beauty & Spas;Hair Removal;Eyelash Service;Hair Salons
Cuzcatlan Restaurant,4800 Central Ave,Charlotte,NC,28205,35.2117693,-80.7624718,4,Salvadoran;Seafood;Restaurants;Latin American;Spanish;Mexican
Cuzzo's Cuisine,3418 Tuckaseegee Rd,Charlotte,NC,28208,35.24522,-80.884216,4,Southern;Food;Restaurants;Food Trucks
Cuzzo's Cuisine,3418 Tuckaseegee Rd,Charlotte,NC,28208,35.24521987,-80.88421594,4.5,Comfort Food;Chicken Shop;Restaurants;Seafood;Chicken Wings;Southern
CVS,231 N Graham St,Charlotte,NC,28203,35.2325538,-80.8448327,3,Shopping;Drugstores
Cvs,11430 N Tryon St,Charlotte,NC,28262,35.3347618,-80.7150311,2.5,Drugstores;Shopping
Cvs 2772,10730 Providence Rd,Charlotte,NC,28277,35.063326,-80.771047,3.5,Shopping;Drugstores
Cvs Front Store,6416 Rea Rd,Charlotte,NC,28277,35.078856,-80.817685,3.5,Drugstores;Shopping
Cvs Pharmacy,14125 Steele Creek Rd,Charlotte,NC,28273,35.1023474,-80.9875226,2.5,Shopping;Drugstores
Cvs Pharmacy,9308 Kendall Dr,Charlotte,NC,28214,35.2734355,-80.96072,3,Drugstores;Shopping
CVS Pharmacy,13845 Conlan Cir,Charlotte,NC,28277,35.0558901,-80.8511161,3,Shopping;Drugstores
Cvs Pharmacy,4100 Carmel Rd,Charlotte,NC,28226,35.11704891,-80.82486213,3,Shopping;Drugstores
Cvs Pharmacy,10515 Mallard Creek Rd,Charlotte,NC,28262,35.34345171,-80.76935341,2.5,Drugstores;Shopping
CVS Pharmacy,1533 South Blvd,Charlotte,NC,28203,35.213711,-80.8551109,2.5,Drugstores;Shopping
Cvs Pharmacy,2035 N Sharon Amity Rd,Charlotte,NC,28205,35.189187,-80.7732644,3,Drugstores;Shopping
Cvs Pharmacy,8420 Steele Creek Rd,Charlotte,NC,28217,35.1721064,-80.9618953,4,Drugstores;Shopping
CVS Pharmacy,5700 Albemarle Rd,Charlotte,NC,28212,35.203334,-80.750027,3,Drugstores;Shopping
CVS Pharmacy,2325 Village Lake Dr,Charlotte,NC,28212,35.1623537,-80.7407414,3,Drugstores;Shopping
CVS Pharmacy,"210 E Trade St, E-186",Charlotte,NC,28202,35.225434,-80.8414,3,Drugstores;Shopping
CVS Pharmacy,1235 Pecan Ave,Charlotte,NC,28205,35.2199747,-80.8141289,2,Drugstores;Shopping
CVS Pharmacy,9915 Park Cedar Dr,Charlotte,NC,28210,35.094568,-80.8655859,3,Shopping;Drugstores
Cvs Pharmacy,3440 Wilkinson Blvd,Charlotte,NC,28208,35.2250633,-80.8983674,3.5,Shopping;Drugstores
Cvs Pharmacy,5100 Beatties Ford Rd,Charlotte,NC,28216,35.305621,-80.8578966,3,Drugstores;Shopping
Cvs Pharmacy,306 E Woodlawn Rd,Charlotte,NC,28217,35.1768433,-80.8783861,3,Shopping;Drugstores
Cvs Pharmacy,6428 Rea Rd,Charlotte,NC,28277,35.0780892,-80.8178081,4.5,Shopping;Drugstores
Cvs Pharmacy,2939 The Plz,Charlotte,NC,28205,35.238037,-80.80041,3,Shopping;Drugstores
CycleBar Midtown CLT,335 South Kings Dr,Charlotte,NC,28204,35.2121416,-80.8337319,4.5,Active Life;Cycling Classes
CycleBar Waverly,7315 Waverly Ave,Charlotte,NC,28277,35.0512687,-80.7663991,4.5,Cycling Classes;Active Life
CycleSouth,"401 N Tryon St, Ste 108",Charlotte,NC,28202,35.23020225,-80.83957412,5,Active Life;Cycling Classes
Cyros Sushi and Sake Bar,6601 Morrison Blvd,Charlotte,NC,28211,35.153963,-80.827916,4,Sushi Bars;Japanese;Restaurants
D & E Carpet Cleaning,2501 Kilborne Dr,Charlotte,NC,28205,35.221471,-80.770169,3.5,Carpeting;Carpet Cleaning;Local Services;Home Services
D & L Parts Company Inc,2100 Freedom Dr,Charlotte,NC,28208,35.23277,-80.874503,4,Home & Garden;Local Services;Shopping;Appliances & Repair;Heating & Air Conditioning/HVAC;Home Services;Appliances
D & V Nails,"10707 Park Rd, Ste D",Charlotte,NC,28210,35.0902009,-80.8689639,4.5,Nail Salons;Beauty & Spas
D Nail Salon & Spa,"10901 University City Blvd, Ste 108",Charlotte,NC,28213,35.314495,-80.702564,2.5,Hair Removal;Beauty & Spas;Nail Salons
Da Lucky Spot Barber Shop,3720 N Tryon St,Charlotte,NC,28206,35.2541037,-80.8014152,3,Beauty & Spas;Barbers
Da Vinci's Pizza,5700 University Pointe Blvd,Charlotte,NC,28262,35.29657745,-80.75700378,4,Sandwiches;Pizza;Salad;Restaurants
Dairy Queen,2732 Wilkinson Blvd,Charlotte,NC,28208,35.2244626,-80.887181,4,Fast Food;Ice Cream & Frozen Yogurt;Restaurants;Food
Dairy Queen,6555 Morrison Blvd,Charlotte,NC,28211,35.15400701,-80.82889711,3.5,Ice Cream & Frozen Yogurt;Fast Food;Restaurants;Juice Bars & Smoothies;Food
Dairy Queen,"3020 Prosperity Church Rd, Ste D",Charlotte,NC,28269,35.3432482,-80.7690779,2.5,Food;Fast Food;Ice Cream & Frozen Yogurt;Restaurants
Dairy Queen,108 S Sharon Amity Rd,Charlotte,NC,28211,35.176328,-80.799683,2.5,Restaurants;Food;Ice Cream & Frozen Yogurt;Fast Food
Dairy Queen,1431 Central Ave,Charlotte,NC,28205,35.2206663,-80.8137793,2.5,Restaurants;Ice Cream & Frozen Yogurt;Food;Fast Food
Dai-Sing Restaurant Supply,"4500 N Tryon St, Ste B",Charlotte,NC,28213,35.2571846,-80.7910992,4,Professional Services;Wholesalers;Appliances;Food;Restaurant Supplies;Kitchen & Bath;Shopping;Home & Garden
Dale F Halton Arena,9201 University City Blvd,Charlotte,NC,28223,35.30617753,-80.73446989,5,Stadiums & Arenas;Arts & Entertainment
Dale F. Halton Theater,1206 Elizabeth Ave,Charlotte,NC,28204,35.217241,-80.831248,3,Performing Arts;Arts & Entertainment
Daltile Sales Service Center,405 Forsyth Hall Dr,Charlotte,NC,28273,35.1197965,-80.9140476,2.5,Home Services;Contractors;Flooring;Building Supplies;Masonry/Concrete
Dan King Plumbing Heating & Air Conditioning,8635 Crown Crescent Ct,Charlotte,NC,28227,35.1422135,-80.7288168,1,Home Services;Plumbing
Dana Rader Golf School,13404 Ballantyne Corporate Pl,Charlotte,NC,28277,35.0598294,-80.8453895,4.5,Fitness & Instruction;Golf Lessons;Active Life
Dana Raia Bridal,,Charlotte,NC,28105,35.1105564,-80.7103532,5,Beauty & Spas;Makeup Artists;Hair Salons;Hair Stylists
Dancers Unite Fine Arts Academy,220 E Park Ave,Charlotte,NC,28203,35.2129448,-80.8550056,2.5,Performing Arts;Arts & Entertainment
Dandelion Market,118 W 5th St,Charlotte,NC,28202,35.2286689,-80.84241,4,Bars;Nightlife;American (New);Tapas/Small Plates;Restaurants
Dandy Cleaners & Laundry,2700 Freedom Dr,Charlotte,NC,28208,35.238741,-80.883567,4,Laundry Services;Dry Cleaning & Laundry;Local Services
